REF_DATE,GEO,DGUID,Tenure including first-time homebuyer status,Select housing indicators,Statistics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2022,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Apartment or flat in a duplex,Number of households,Number,223,units,0,v1596450610,27.3.5.1,1900,,,,0
2018,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Apartment in a building that has five or more storeys,Number of households,Number,223,units,0,v1596450616,27.3.6.1,400,,,,0
2021,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Apartment in a building that has five or more storeys,Number of households,Number,223,units,0,v1596450616,27.3.6.1,300,,,,0
2022,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Apartment in a building that has five or more storeys,Number of households,Number,223,units,0,v1596450616,27.3.6.1,200,,,,0
2018,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Apartment in a building that has fewer than five storeys,Number of households,Number,223,units,0,v1596450622,27.3.7.1,500,,,,0
2021,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Apartment in a building that has fewer than five storeys,Number of households,Number,223,units,0,v1596450622,27.3.7.1,600,,,,0
2022,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Apartment in a building that has fewer than five storeys,Number of households,Number,223,units,0,v1596450622,27.3.7.1,1000,,,,0
2018,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Other single-attached house,Number of households,Number,223,units,0,v1596450628,27.3.8.1,0,,,,0
2021,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Other single-attached house,Number of households,Number,223,units,0,v1596450628,27.3.8.1,0,,,,0
2022,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Other single-attached house,Number of households,Number,223,units,0,v1596450628,27.3.8.1,0,,,,0
2018,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Movable dwelling,Number of households,Number,223,units,0,v1596450634,27.3.9.1,0,,,,0
2021,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Movable dwelling,Number of households,Number,223,units,0,v1596450634,27.3.9.1,0,,,,0
2022,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Movable dwelling,Number of households,Number,223,units,0,v1596450634,27.3.9.1,0,,,,0
2018,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,"Total, condominium status",Number of households,Number,223,units,0,v1596450436,27.3.10.1,33800,,,,0
2021,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,"Total, condominium status",Number of households,Number,223,units,0,v1596450436,27.3.10.1,49200,,,,0
2022,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,"Total, condominium status",Number of households,Number,223,units,0,v1596450436,27.3.10.1,34900,,,,0
2018,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Condominium,Number of households,Number,223,units,0,v1596450442,27.3.11.1,1200,,,,0
2021,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Condominium,Number of households,Number,223,units,0,v1596450442,27.3.11.1,4200,,,,0
2022,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Condominium,Number of households,Number,223,units,0,v1596450442,27.3.11.1,1000,,,,0
2018,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Not condominium,Number of households,Number,223,units,0,v1596450448,27.3.12.1,32600,,,,0
2021,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Not condominium,Number of households,Number,223,units,0,v1596450448,27.3.12.1,45000,,,,0
2022,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Not condominium,Number of households,Number,223,units,0,v1596450448,27.3.12.1,33900,,,,0
2021,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,"Total, satisfaction with dwelling",Number of households,Number,223,units,0,v1596450454,27.3.13.1,49200,,,,0
2022,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,"Total, satisfaction with dwelling",Number of households,Number,223,units,0,v1596450454,27.3.13.1,34900,,,,0
2021,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Dwelling satisfaction rating between 0 and 5,Number of households,Number,223,units,0,v1596450460,27.3.14.1,3000,,,,0
2022,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Dwelling satisfaction rating between 0 and 5,Number of households,Number,223,units,0,v1596450460,27.3.14.1,4400,,,,0
2021,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Dwelling satisfaction rating of 6 or 7,Number of households,Number,223,units,0,v1596450466,27.3.15.1,9500,,,,0
2022,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Dwelling satisfaction rating of 6 or 7,Number of households,Number,223,units,0,v1596450466,27.3.15.1,8100,,,,0
2021,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,"Dwelling satisfaction rating of 8, 9 or 10",Number of households,Number,223,units,0,v1596450472,27.3.16.1,36700,,,,0
2022,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,"Dwelling satisfaction rating of 8, 9 or 10",Number of households,Number,223,units,0,v1596450472,27.3.16.1,22400,,,,0
2021,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,"Total, satisfaction with neighbourhood",Number of households,Number,223,units,0,v1596450478,27.3.17.1,49300,,,,0
2022,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,"Total, satisfaction with neighbourhood",Number of households,Number,223,units,0,v1596450478,27.3.17.1,34900,,,,0
2021,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Neighbourhood satisfaction rating between 0 and 5,Number of households,Number,223,units,0,v1596450484,27.3.18.1,9100,,,,0
2022,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Neighbourhood satisfaction rating between 0 and 5,Number of households,Number,223,units,0,v1596450484,27.3.18.1,1700,,,,0
2021,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Neighbourhood satisfaction rating of 6 or 7,Number of households,Number,223,units,0,v1596450490,27.3.19.1,9700,,,,0
2022,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Neighbourhood satisfaction rating of 6 or 7,Number of households,Number,223,units,0,v1596450490,27.3.19.1,6100,,,,0
2021,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,"Neighbourhood satisfaction rating of 8, 9 or 10",Number of households,Number,223,units,0,v1596450502,27.3.20.1,30500,,,,0
2022,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,"Neighbourhood satisfaction rating of 8, 9 or 10",Number of households,Number,223,units,0,v1596450502,27.3.20.1,27100,,,,0
2018,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,"Moved because the household was forced to move by a landlord, a bank or other financial institution or the government",Number of households,Number,223,units,0,v1596450508,27.3.21.1,1400,,,,0
2021,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,"Moved because the household was forced to move by a landlord, a bank or other financial institution or the government",Number of households,Number,223,units,0,v1596450508,27.3.21.1,2300,,,,0
2022,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,"Moved because the household was forced to move by a landlord, a bank or other financial institution or the government",Number of households,Number,223,units,0,v1596450508,27.3.21.1,2000,,,,0
2018,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Moved due to a natural disaster or fire,Number of households,Number,223,units,0,v1596450514,27.3.22.1,0,,,,0
2021,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Moved due to a natural disaster or fire,Number of households,Number,223,units,0,v1596450514,27.3.22.1,0,,,,0
2022,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Moved due to a natural disaster or fire,Number of households,Number,223,units,0,v1596450514,27.3.22.1,0,,,,0
2018,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Moved for a new job or job transfer,Number of households,Number,223,units,0,v1596450520,27.3.23.1,1400,,,,0
2021,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Moved for a new job or job transfer,Number of households,Number,223,units,0,v1596450520,27.3.23.1,4400,,,,0
2022,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Moved for a new job or job transfer,Number of households,Number,223,units,0,v1596450520,27.3.23.1,2100,,,,0
2018,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Moved for a new school,Number of households,Number,223,units,0,v1596450526,27.3.24.1,0,,,,0
2021,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Moved for a new school,Number of households,Number,223,units,0,v1596450526,27.3.24.1,0,,,,0
2022,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Moved for a new school,Number of households,Number,223,units,0,v1596450526,27.3.24.1,0,,,,0
2018,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Moved to form own household,Number of households,Number,223,units,0,v1596450532,27.3.25.1,9300,,,,0
2021,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Moved to form own household,Number of households,Number,223,units,0,v1596450532,27.3.25.1,6900,,,,0
2022,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Moved to form own household,Number of households,Number,223,units,0,v1596450532,27.3.25.1,15000,,,,0
2018,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Moved to be closer to family,Number of households,Number,223,units,0,v1596450538,27.3.26.1,2000,,,,0
2021,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Moved to be closer to family,Number of households,Number,223,units,0,v1596450538,27.3.26.1,5200,,,,0
2022,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Moved to be closer to family,Number of households,Number,223,units,0,v1596450538,27.3.26.1,2000,,,,0
2018,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Moved because of a change in household or family size,Number of households,Number,223,units,0,v1596450544,27.3.27.1,4600,,,,0
2021,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Moved because of a change in household or family size,Number of households,Number,223,units,0,v1596450544,27.3.27.1,12500,,,,0
2022,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Moved because of a change in household or family size,Number of households,Number,223,units,0,v1596450544,27.3.27.1,1800,,,,0
2018,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Moved to reduce commuting time,Number of households,Number,223,units,0,v1596450550,27.3.28.1,900,,,,0
2021,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Moved to reduce commuting time,Number of households,Number,223,units,0,v1596450550,27.3.28.1,4400,,,,0
2022,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Moved to reduce commuting time,Number of households,Number,223,units,0,v1596450550,27.3.28.1,0,,,,0
2018,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Moved to upgrade to a larger dwelling or better quality dwelling,Number of households,Number,223,units,0,v1596450556,27.3.29.1,5500,,,,0
2021,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Moved to upgrade to a larger dwelling or better quality dwelling,Number of households,Number,223,units,0,v1596450556,27.3.29.1,8400,,,,0
2022,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Moved to upgrade to a larger dwelling or better quality dwelling,Number of households,Number,223,units,0,v1596450556,27.3.29.1,3700,,,,0
2018,"Medium population centres, Ontario",,Owner who is a first-time homebuyer,Moved to reduce housing costs,Number of households,Number,223,units,0,v1596450568,27.3.30.1,2100,,,,0
